,GEOID,NAME,OverFifty,TotalPop
744,17043842900,"Census Tract 8429, DuPage County, Illinois",1797,5648
745,17043845602,"Census Tract 8456.02, DuPage County, Illinois",1849,5026
746,17043846203,"Census Tract 8462.03, DuPage County, Illinois",2001,4339
747,17043846206,"Census Tract 8462.06, DuPage County, Illinois",1486,4417
748,17043840901,"Census Tract 8409.01, DuPage County, Illinois",1333,3645
749,17043841307,"Census Tract 8413.07, DuPage County, Illinois",2245,6109
750,17043842500,"Census Tract 8425, DuPage County, Illinois",1273,3353
751,17043843500,"Census Tract 8435, DuPage County, Illinois",2036,5495
752,17043844201,"Census Tract 8442.01, DuPage County, Illinois",2148,6112
753,17031817102,"Census Tract 8171.02, Cook County, Illinois",1065,3294
754,17031817300,"Census Tract 8173, Cook County, Illinois",576,2520
755,17031819100,"Census Tract 8191, Cook County, Illinois",1372,4387
756,17031819600,"Census Tract 8196, Cook County, Illinois",1133,3751
757,17031827804,"Census Tract 8278.04, Cook County, Illinois",1235,3183
758,17031827500,"Census Tract 8275, Cook County, Illinois",1446,5079
759,17031827801,"Census Tract 8278.01, Cook County, Illinois",1748,5023
760,17031828506,"Census Tract 8285.06, Cook County, Illinois",3349,8891
761,17031829100,"Census Tract 8291, Cook County, Illinois",937,3818
762,17031829500,"Census Tract 8295, Cook County, Illinois",1512,4105
763,17179021201,"Census Tract 212.01, Tazewell County, Illinois",1629,5340
764,17179021000,"Census Tract 210, Tazewell County, Illinois",2275,5393
765,17179021203,"Census Tract 212.03, Tazewell County, Illinois",1840,5272
766,17179021701,"Census Tract 217.01, Tazewell County, Illinois",2026,5861
767,17179022300,"Census Tract 223, Tazewell County, Illinois",1701,5219
768,17179021102,"Census Tract 211.02, Tazewell County, Illinois",2534,5811
769,17179021900,"Census Tract 219, Tazewell County, Illinois",1874,4691
770,17179022000,"Census Tract 220, Tazewell County, Illinois",1784,4213
771,17179022100,"Census Tract 221, Tazewell County, Illinois",1324,3813
772,17179020302,"Census Tract 203.02, Tazewell County, Illinois",1949,4804
773,17179020700,"Census Tract 207, Tazewell County, Illinois",1795,4882
774,17179021202,"Census Tract 212.02, Tazewell County, Illinois",1787,3334
775,17179021605,"Census Tract 216.05, Tazewell County, Illinois",949,2456
776,17179021802,"Census Tract 218.02, Tazewell County, Illinois",869,1941
777,17179022200,"Census Tract 222, Tazewell County, Illinois",1668,5179
778,17179020301,"Census Tract 203.01, Tazewell County, Illinois",1665,4363
779,17179021702,"Census Tract 217.02, Tazewell County, Illinois",2133,5553
780,17017960300,"Census Tract 9603, Cass County, Illinois",1192,2779
781,17017960200,"Census Tract 9602, Cass County, Illinois",993,2348
782,17017960400,"Census Tract 9604, Cass County, Illinois",754,2592
783,17017960100,"Census Tract 9601, Cass County, Illinois",953,2297
784,17017960500,"Census Tract 9605, Cass County, Illinois",793,2649
785,17187870100,"Census Tract 8701, Warren County, Illinois",912,2154
786,17187870200,"Census Tract 8702, Warren County, Illinois",1144,2709
787,17187870300,"Census Tract 8703, Warren County, Illinois",1295,2608
788,17187870500,"Census Tract 8705, Warren County, Illinois",1522,4985
789,17187870400,"Census Tract 8704, Warren County, Illinois",1704,4882
790,17099961800,"Census Tract 9618, LaSalle County, Illinois",1691,3813
791,17099961900,"Census Tract 9619, LaSalle County, Illinois",1591,4257
792,17099962000,"Census Tract 9620, LaSalle County, Illinois",1345,3625
793,17099962100,"Census Tract 9621, LaSalle County, Illinois",2030,5191
794,17099962200,"Census Tract 9622, LaSalle County, Illinois",2354,4931
795,17099962300,"Census Tract 9623, LaSalle County, Illinois",2211,7371
796,17099962400,"Census Tract 9624, LaSalle County, Illinois",1436,3931
797,17099962500,"Census Tract 9625, LaSalle County, Illinois",1034,2371
798,17099962600,"Census Tract 9626, LaSalle County, Illinois",2252,5656
799,17099962700,"Census Tract 9627, LaSalle County, Illinois",915,2202
800,17099962800,"Census Tract 9628, LaSalle County, Illinois",1279,3171
801,17099962900,"Census Tract 9629, LaSalle County, Illinois",1084,2857
802,17099963000,"Census Tract 9630, LaSalle County, Illinois",2397,4580
803,17099963100,"Census Tract 9631, LaSalle County, Illinois",1353,3302
804,17099963200,"Census Tract 9632, LaSalle County, Illinois",1170,2918
805,17099963300,"Census Tract 9633, LaSalle County, Illinois",581,2309
806,17099963400,"Census Tract 9634, LaSalle County, Illinois",1598,3918
807,17099963500,"Census Tract 9635, LaSalle County, Illinois",1655,4622
808,17031071700,"Census Tract 717, Cook County, Illinois",509,1729
809,17031020200,"Census Tract 202, Cook County, Illinois",2036,6739
810,17031020100,"Census Tract 201, Cook County, Illinois",1448,3836
811,17031031700,"Census Tract 317, Cook County, Illinois",1621,6691
812,17031031300,"Census Tract 313, Cook County, Illinois",3392,7604
813,17031814700,"Census Tract 8147, Cook County, Illinois",1356,5462
814,17141961400,"Census Tract 9614, Ogle County, Illinois",1879,4080
815,17141961700,"Census Tract 9617, Ogle County, Illinois",1530,4883
816,17141960700,"Census Tract 9607, Ogle County, Illinois",1841,4533
817,17141961000,"Census Tract 9610, Ogle County, Illinois",2362,6672
818,17141961100,"Census Tract 9611, Ogle County, Illinois",1924,5037
819,17141961200,"Census Tract 9612, Ogle County, Illinois",2032,5587
820,17141961300,"Census Tract 9613, Ogle County, Illinois",2421,4937
821,17141961500,"Census Tract 9615, Ogle County, Illinois",1917,4395
822,17141960800,"Census Tract 9608, Ogle County, Illinois",1490,3549
823,17141960900,"Census Tract 9609, Ogle County, Illinois",2041,4344
824,17141961600,"Census Tract 9616, Ogle County, Illinois",899,3311
825,17115002902,"Census Tract 29.02, Macon County, Illinois",1930,5033
826,17115001400,"Census Tract 14, Macon County, Illinois",1208,2668
827,17115002100,"Census Tract 21, Macon County, Illinois",430,1328
828,17115002402,"Census Tract 24.02, Macon County, Illinois",2180,4904
829,17115002800,"Census Tract 28, Macon County, Illinois",1683,4278
830,17115000200,"Census Tract 2, Macon County, Illinois",678,2552
831,17115000400,"Census Tract 4, Macon County, Illinois",496,1169
832,17115001100,"Census Tract 11, Macon County, Illinois",1739,3605
833,17115001300,"Census Tract 13, Macon County, Illinois",1174,2647
834,17115001600,"Census Tract 16, Macon County, Illinois",522,2439
835,17115001900,"Census Tract 19, Macon County, Illinois",837,1995
836,17115002300,"Census Tract 23, Macon County, Illinois",1329,3090
837,17115002500,"Census Tract 25, Macon County, Illinois",2709,7089
838,17115002601,"Census Tract 26.01, Macon County, Illinois",2015,4109
839,17115001700,"Census Tract 17, Macon County, Illinois",904,2345
840,17163503332,"Census Tract 5033.32, St. Clair County, Illinois",2023,4774
841,17163501900,"Census Tract 5019, St. Clair County, Illinois",1300,3359
842,17163502404,"Census Tract 5024.04, St. Clair County, Illinois",1016,3267
843,17163502800,"Census Tract 5028, St. Clair County, Illinois",700,2979
844,17163501200,"Census Tract 5012, St. Clair County, Illinois",1128,2619
845,17163501603,"Census Tract 5016.03, St. Clair County, Illinois",1860,5636
846,17163502900,"Census Tract 5029, St. Clair County, Illinois",901,1801
847,17163500500,"Census Tract 5005, St. Clair County, Illinois",593,2747
848,17163500900,"Census Tract 5009, St. Clair County, Illinois",1385,4153
849,17163501400,"Census Tract 5014, St. Clair County, Illinois",1283,3360
850,17163502300,"Census Tract 5023, St. Clair County, Illinois",1478,6291
851,17163503411,"Census Tract 5034.11, St. Clair County, Illinois",1322,3439
852,17163503800,"Census Tract 5038, St. Clair County, Illinois",156,1184
853,17163504001,"Census Tract 5040.01, St. Clair County, Illinois",2068,4939
854,17163501300,"Census Tract 5013, St. Clair County, Illinois",1580,3471
855,17163501602,"Census Tract 5016.02, St. Clair County, Illinois",1844,4735
856,17163504500,"Census Tract 5045, St. Clair County, Illinois",1629,5486
857,17163502200,"Census Tract 5022, St. Clair County, Illinois",793,1955
858,17163502500,"Census Tract 5025, St. Clair County, Illinois",358,1155
859,17163504303,"Census Tract 5043.03, St. Clair County, Illinois",2422,8240
860,17163501501,"Census Tract 5015.01, St. Clair County, Illinois",812,2032
861,17163504352,"Census Tract 5043.52, St. Clair County, Illinois",1694,4561
862,17163503322,"Census Tract 5033.22, St. Clair County, Illinois",3166,7350
863,17163503402,"Census Tract 5034.02, St. Clair County, Illinois",2571,6617
864,17163504353,"Census Tract 5043.53, St. Clair County, Illinois",1400,4282
865,17163503211,"Census Tract 5032.11, St. Clair County, Illinois",1674,3961
866,17163503404,"Census Tract 5034.04, St. Clair County, Illinois",1150,6128
867,17163502700,"Census Tract 5027, St. Clair County, Illinois",394,1061
868,17173959300,"Census Tract 9593, Shelby County, Illinois",2081,4939
869,17173959500,"Census Tract 9595, Shelby County, Illinois",1523,3845
870,17031051300,"Census Tract 513, Cook County, Illinois",520,2826
871,17031063200,"Census Tract 632, Cook County, Illinois",2132,6897
872,17031070700,"Census Tract 707, Cook County, Illinois",571,4272
873,17031071100,"Census Tract 711, Cook County, Illinois",456,3180
874,17031071400,"Census Tract 714, Cook County, Illinois",1395,4745
875,17031380500,"Census Tract 3805, Cook County, Illinois",139,866
876,17031381400,"Census Tract 3814, Cook County, Illinois",364,1586
877,17031381800,"Census Tract 3818, Cook County, Illinois",315,1254
878,17031390500,"Census Tract 3905, Cook County, Illinois",518,1496
879,17031390700,"Census Tract 3907, Cook County, Illinois",2205,5639
880,17031410500,"Census Tract 4105, Cook County, Illinois",625,2440
881,17031411200,"Census Tract 4112, Cook County, Illinois",579,1551
882,17031420700,"Census Tract 4207, Cook County, Illinois",762,3036
883,17031450300,"Census Tract 4503, Cook County, Illinois",1574,3781
884,17031500300,"Census Tract 5003, Cook County, Illinois",610,1477
885,17031520500,"Census Tract 5205, Cook County, Illinois",1669,5109
886,17031530400,"Census Tract 5304, Cook County, Illinois",743,2053
887,17031550100,"Census Tract 5501, Cook County, Illinois",2514,6479
888,17031560200,"Census Tract 5602, Cook County, Illinois",717,1654
889,17031560400,"Census Tract 5604, Cook County, Illinois",552,1585
890,17031570100,"Census Tract 5701, Cook County, Illinois",319,1302
891,17031580800,"Census Tract 5808, Cook County, Illinois",436,2213
892,17031611000,"Census Tract 6110, Cook County, Illinois",253,891
893,17031826401,"Census Tract 8264.01, Cook County, Illinois",1089,3828
894,17031826901,"Census Tract 8269.01, Cook County, Illinois",618,1851
895,17031827000,"Census Tract 8270, Cook County, Illinois",1055,3768
896,17031828300,"Census Tract 8283, Cook County, Illinois",1446,3178
897,17031740300,"Census Tract 7403, Cook County, Illinois",1559,4947
898,17031460200,"Census Tract 4602, Cook County, Illinois",746,2482
899,17031480400,"Census Tract 4804, Cook County, Illinois",2855,5584
900,17031520200,"Census Tract 5202, Cook County, Illinois",901,3989
901,17031520600,"Census Tract 5206, Cook County, Illinois",847,2809
902,17031580400,"Census Tract 5804, Cook County, Illinois",1230,4712
903,17031560300,"Census Tract 5603, Cook County, Illinois",1003,3145
904,17031560800,"Census Tract 5608, Cook County, Illinois",2025,5886
905,17031580200,"Census Tract 5802, Cook County, Illinois",852,3784
906,17031590700,"Census Tract 5907, Cook County, Illinois",717,3393
907,17031610400,"Census Tract 6104, Cook County, Illinois",343,1981
908,17031610800,"Census Tract 6108, Cook County, Illinois",478,1509
909,17031612000,"Census Tract 6120, Cook County, Illinois",447,1373
910,17031612100,"Census Tract 6121, Cook County, Illinois",342,1042
911,17031640500,"Census Tract 6405, Cook County, Illinois",1353,3970
912,17031800900,"Census Tract 8009, Cook County, Illinois",1964,4406
913,17031822301,"Census Tract 8223.01, Cook County, Illinois",1259,3798
914,17031822602,"Census Tract 8226.02, Cook County, Illinois",3015,7002
915,17031823801,"Census Tract 8238.01, Cook County, Illinois",2710,5606
916,17031824105,"Census Tract 8241.05, Cook County, Illinois",2890,6497
917,17031824503,"Census Tract 8245.03, Cook County, Illinois",2764,7035
918,17031400400,"Census Tract 4004, Cook County, Illinois",558,2120
919,17031420800,"Census Tract 4208, Cook County, Illinois",508,2158
920,17031805501,"Census Tract 8055.01, Cook County, Illinois",1656,3946
921,17031805802,"Census Tract 8058.02, Cook County, Illinois",1850,4826
922,17031805902,"Census Tract 8059.02, Cook County, Illinois",2713,6096
923,17031806102,"Census Tract 8061.02, Cook County, Illinois",1725,3581
924,17031806900,"Census Tract 8069, Cook County, Illinois",2555,5068
925,17031808400,"Census Tract 8084, Cook County, Illinois",1989,4578
926,17031808600,"Census Tract 8086, Cook County, Illinois",798,2104
927,17031310500,"Census Tract 3105, Cook County, Illinois",406,1495
928,17031807500,"Census Tract 8075, Cook County, Illinois",1440,3390
929,17031807700,"Census Tract 8077, Cook County, Illinois",2479,5080
930,17031390400,"Census Tract 3904, Cook County, Illinois",1112,2480
931,17031420100,"Census Tract 4201, Cook County, Illinois",625,1447
932,17031420400,"Census Tract 4204, Cook County, Illinois",397,1131
933,17031431200,"Census Tract 4312, Cook County, Illinois",1084,2828
934,17031460500,"Census Tract 4605, Cook County, Illinois",2137,5647
935,17031480200,"Census Tract 4802, Cook County, Illinois",579,1139
936,17031490500,"Census Tract 4905, Cook County, Illinois",660,2008
937,17031490600,"Census Tract 4906, Cook County, Illinois",671,1498
938,17031490800,"Census Tract 4908, Cook County, Illinois",1472,4116
939,17031500200,"Census Tract 5002, Cook County, Illinois",444,2131
940,17031510300,"Census Tract 5103, Cook County, Illinois",1919,5126
941,17031520300,"Census Tract 5203, Cook County, Illinois",1556,5857
942,17031814800,"Census Tract 8148, Cook County, Illinois",2401,6101
943,17031814900,"Census Tract 8149, Cook County, Illinois",1461,6796
944,17031815300,"Census Tract 8153, Cook County, Illinois",1285,3593
945,17031815600,"Census Tract 8156, Cook County, Illinois",1890,5025
946,17031818300,"Census Tract 8183, Cook County, Illinois",2069,5989
947,17031819200,"Census Tract 8192, Cook County, Illinois",2133,6225
948,17103000100,"Census Tract 1, Lee County, Illinois",1130,2833
949,17103000400,"Census Tract 4, Lee County, Illinois",2812,7569
950,17103000800,"Census Tract 8, Lee County, Illinois",1557,3572
951,17103000500,"Census Tract 5, Lee County, Illinois",1904,4383
952,17049950300,"Census Tract 9503, Effingham County, Illinois",1563,4055
953,17049950400,"Census Tract 9504, Effingham County, Illinois",1518,3914
954,17057953000,"Census Tract 9530, Fulton County, Illinois",935,2226
955,17057953600,"Census Tract 9536, Fulton County, Illinois",1792,4088
956,17057953100,"Census Tract 9531, Fulton County, Illinois",1153,2511
957,17057953800,"Census Tract 9538, Fulton County, Illinois",1117,2693
958,17057952800,"Census Tract 9528, Fulton County, Illinois",1100,2692
959,17057953500,"Census Tract 9535, Fulton County, Illinois",1317,5088
960,17057953200,"Census Tract 9532, Fulton County, Illinois",1238,2721
961,17057953300,"Census Tract 9533, Fulton County, Illinois",1547,3295
962,17057953700,"Census Tract 9537, Fulton County, Illinois",1098,2592
963,17057953400,"Census Tract 9534, Fulton County, Illinois",710,1859
964,17057953900,"Census Tract 9539, Fulton County, Illinois",1102,2613
965,17057952900,"Census Tract 9529, Fulton County, Illinois",1362,3040
966,17061973800,"Census Tract 9738, Greene County, Illinois",1034,2212
967,17061973600,"Census Tract 9736, Greene County, Illinois",1312,3391
968,17061973700,"Census Tract 9737, Greene County, Illinois",635,1802
969,17061973900,"Census Tract 9739, Greene County, Illinois",1200,2349
970,17061974000,"Census Tract 9740, Greene County, Illinois",1275,3464
971,17065973100,"Census Tract 9731, Hamilton County, Illinois",1212,2974
972,17065973200,"Census Tract 9732, Hamilton County, Illinois",1178,2217
973,17069970900,"Census Tract 9709, Hardin County, Illinois",928,2006
974,17073030400,"Census Tract 304, Henry County, Illinois",1151,2626
975,17073030800,"Census Tract 308, Henry County, Illinois",1183,3671
976,17073030202,"Census Tract 302.02, Henry County, Illinois",1716,3859
977,17073030600,"Census Tract 306, Henry County, Illinois",1135,2611
978,17073030300,"Census Tract 303, Henry County, Illinois",3022,7039
979,17073030203,"Census Tract 302.03, Henry County, Illinois",1672,4260
980,17073031200,"Census Tract 312, Henry County, Illinois",1209,2853
981,17073030201,"Census Tract 302.01, Henry County, Illinois",1957,4870
982,17031420600,"Census Tract 4206, Cook County, Illinois",612,2097
983,17031440800,"Census Tract 4408, Cook County, Illinois",588,1693
984,17085020500,"Census Tract 205, Jo Daviess County, Illinois",1366,3283
985,17085020200,"Census Tract 202, Jo Daviess County, Illinois",1970,4788
986,17089850702,"Census Tract 8507.02, Kane County, Illinois",8799,13967
987,17089850703,"Census Tract 8507.03, Kane County, Illinois",986,2139
988,17089852905,"Census Tract 8529.05, Kane County, Illinois",1301,4522
989,17089853004,"Census Tract 8530.04, Kane County, Illinois",1196,3220
990,17089853500,"Census Tract 8535, Kane County, Illinois",1316,6528
991,17089854200,"Census Tract 8542, Kane County, Illinois",1052,6045
992,17031061200,"Census Tract 612, Cook County, Illinois",251,1961
993,17031221100,"Census Tract 2211, Cook County, Illinois",1237,5207
994,17031061500,"Census Tract 615, Cook County, Illinois",241,1888
995,17031062900,"Census Tract 629, Cook County, Illinois",446,3818
996,17031210700,"Census Tract 2107, Cook County, Illinois",959,4392
997,17031221200,"Census Tract 2212, Cook County, Illinois",423,2917
998,17031063000,"Census Tract 630, Cook County, Illinois",462,3448
999,17031071200,"Census Tract 712, Cook County, Illinois",532,2024
1000,17031081500,"Census Tract 815, Cook County, Illinois",1577,4585
1001,17031090300,"Census Tract 903, Cook County, Illinois",453,1378
1002,17031130300,"Census Tract 1303, Cook County, Illinois",1504,5482
1003,17031100600,"Census Tract 1006, Cook County, Illinois",1825,4789
1004,17031804305,"Census Tract 8043.05, Cook County, Illinois",2125,7060
1005,17031809900,"Census Tract 8099, Cook County, Illinois",995,2902
1006,17031811702,"Census Tract 8117.02, Cook County, Illinois",1393,4749
1007,17031816000,"Census Tract 8160, Cook County, Illinois",1039,3183
1008,17031819400,"Census Tract 8194, Cook County, Illinois",1563,5372
1009,17031210900,"Census Tract 2109, Cook County, Illinois",605,3095
1010,17031260200,"Census Tract 2602, Cook County, Illinois",223,1067
1011,17031815500,"Census Tract 8155, Cook County, Illinois",2025,8292
1012,17031818000,"Census Tract 8180, Cook County, Illinois",1785,4116
1013,17031822900,"Census Tract 8229, Cook County, Illinois",722,2141
1014,17031823904,"Census Tract 8239.04, Cook County, Illinois",2098,4031
1015,17031826402,"Census Tract 8264.02, Cook County, Illinois",1709,5062
1016,17189950200,"Census Tract 9502, Washington County, Illinois",1538,3885
1017,17189950100,"Census Tract 9501, Washington County, Illinois",1487,3245
1018,17189950300,"Census Tract 9503, Washington County, Illinois",1268,3077
1019,17189950400,"Census Tract 9504, Washington County, Illinois",1677,3948
1020,17135957400,"Census Tract 9574, Montgomery County, Illinois",984,2277
1021,17135957300,"Census Tract 9573, Montgomery County, Illinois",1359,3224
1022,17135957800,"Census Tract 9578, Montgomery County, Illinois",1493,3578
1023,17135957600,"Census Tract 9576, Montgomery County, Illinois",1387,3126
1024,17135957900,"Census Tract 9579, Montgomery County, Illinois",2370,4781
1025,17135958000,"Census Tract 9580, Montgomery County, Illinois",2125,6372
1026,17135957500,"Census Tract 9575, Montgomery County, Illinois",1171,2869
1027,17135957700,"Census Tract 9577, Montgomery County, Illinois",1156,2782
1028,17195000700,"Census Tract 7, Whiteside County, Illinois",1175,2705
1029,17195000200,"Census Tract 2, Whiteside County, Illinois",1469,3037
1030,17195001000,"Census Tract 10, Whiteside County, Illinois",1052,2490
1031,17195001400,"Census Tract 14, Whiteside County, Illinois",1035,2117
1032,17195000800,"Census Tract 8, Whiteside County, Illinois",923,2124
1033,17195001700,"Census Tract 17, Whiteside County, Illinois",1351,3158
1034,17195000400,"Census Tract 4, Whiteside County, Illinois",1350,3118
1035,17195000500,"Census Tract 5, Whiteside County, Illinois",1492,3302
1036,17195001300,"Census Tract 13, Whiteside County, Illinois",975,2649
1037,17195001600,"Census Tract 16, Whiteside County, Illinois",858,2835
1038,17195000300,"Census Tract 3, Whiteside County, Illinois",1398,3300
1039,17195001100,"Census Tract 11, Whiteside County, Illinois",1770,4549
1040,17195000100,"Census Tract 1, Whiteside County, Illinois",1672,3909
1041,17195000600,"Census Tract 6, Whiteside County, Illinois",1591,3973
1042,17195000900,"Census Tract 9, Whiteside County, Illinois",1804,3782
1043,17195001200,"Census Tract 12, Whiteside County, Illinois",1403,4058
1044,17195001500,"Census Tract 15, Whiteside County, Illinois",1146,3085
1045,17195001800,"Census Tract 18, Whiteside County, Illinois",989,2205
1046,17001001001,"Census Tract 10.01, Adams County, Illinois",1165,3407
1047,17001001100,"Census Tract 11, Adams County, Illinois",3597,8254
1048,17001010400,"Census Tract 104, Adams County, Illinois",1474,3561
1049,17001001002,"Census Tract 10.02, Adams County, Illinois",1544,3447
1050,17001000201,"Census Tract 2.01, Adams County, Illinois",807,1993
1051,17197882000,"Census Tract 8820, Will County, Illinois",666,3445
1052,17197883206,"Census Tract 8832.06, Will County, Illinois",1592,3846
1053,17197883100,"Census Tract 8831, Will County, Illinois",1200,4265
1054,17197883804,"Census Tract 8838.04, Will County, Illinois",1053,2743
1055,17199020700,"Census Tract 207, Williamson County, Illinois",1881,4533
1056,17199021100,"Census Tract 211, Williamson County, Illinois",993,3050
1057,17199020800,"Census Tract 208, Williamson County, Illinois",2551,6488
1058,17199020900,"Census Tract 209, Williamson County, Illinois",2155,4910
1059,17199020600,"Census Tract 206, Williamson County, Illinois",1594,4079
1060,17199021200,"Census Tract 212, Williamson County, Illinois",1646,4962
1061,17199020300,"Census Tract 203, Williamson County, Illinois",1962,4449
1062,17199021400,"Census Tract 214, Williamson County, Illinois",2334,5133
1063,17199020100,"Census Tract 201, Williamson County, Illinois",1485,3747
1064,17199020500,"Census Tract 205, Williamson County, Illinois",1399,3702
1065,17199020400,"Census Tract 204, Williamson County, Illinois",1389,3803
1066,17199021000,"Census Tract 210, Williamson County, Illinois",2226,5258
1067,17199021300,"Census Tract 213, Williamson County, Illinois",1906,4804
1068,17023060300,"Census Tract 603, Clark County, Illinois",2179,5359
1069,17023060400,"Census Tract 604, Clark County, Illinois",838,2007
1070,17023060100,"Census Tract 601, Clark County, Illinois",2010,4694
1071,17023060200,"Census Tract 602, Clark County, Illinois",1396,3776
1072,17041952000,"Census Tract 9520, Douglas County, Illinois",1144,2425
1073,17041952300,"Census Tract 9523, Douglas County, Illinois",1770,5200
1074,17041952100,"Census Tract 9521, Douglas County, Illinois",1591,3918
1075,17041952200,"Census Tract 9522, Douglas County, Illinois",1751,4583
1076,17041952400,"Census Tract 9524, Douglas County, Illinois",1052,3588
1077,17049950500,"Census Tract 9505, Effingham County, Illinois",1684,4440
1078,17049950100,"Census Tract 9501, Effingham County, Illinois",1329,4012
1079,17049950200,"Census Tract 9502, Effingham County, Illinois",1916,4524
1080,17049950600,"Census Tract 9506, Effingham County, Illinois",1986,5290
1081,17049950700,"Census Tract 9507, Effingham County, Illinois",1546,3755
1082,17049950800,"Census Tract 9508, Effingham County, Illinois",1430,4184
1083,17031819000,"Census Tract 8190, Cook County, Illinois",1626,4538
1084,17031819300,"Census Tract 8193, Cook County, Illinois",883,2804
1085,17031170700,"Census Tract 1707, Cook County, Illinois",1046,3177
1086,17031820400,"Census Tract 8204, Cook County, Illinois",1632,5715
1087,17031820800,"Census Tract 8208, Cook County, Illinois",1213,3985
1088,17031170100,"Census Tract 1701, Cook County, Illinois",1265,2058
1089,17031190100,"Census Tract 1901, Cook County, Illinois",779,2606
1090,17031220500,"Census Tract 2205, Cook County, Illinois",415,2607
1091,17031222700,"Census Tract 2227, Cook County, Illinois",473,2462
1092,17031231200,"Census Tract 2312, Cook County, Illinois",1565,6782
1093,17031231500,"Census Tract 2315, Cook County, Illinois",1809,5772
1094,17031240500,"Census Tract 2405, Cook County, Illinois",185,2267
1095,17031240900,"Census Tract 2409, Cook County, Illinois",294,928
1096,17031242200,"Census Tract 2422, Cook County, Illinois",276,3347
1097,17031243500,"Census Tract 2435, Cook County, Illinois",486,3584
1098,17031250500,"Census Tract 2505, Cook County, Illinois",2672,7452
1099,17031251000,"Census Tract 2510, Cook County, Illinois",290,960
1100,17031251400,"Census Tract 2514, Cook County, Illinois",1653,3951
1101,17031260800,"Census Tract 2608, Cook County, Illinois",731,2659
1102,17013951200,"Census Tract 9512, Calhoun County, Illinois",1023,2479
1103,17035972500,"Census Tract 9725, Cumberland County, Illinois",1216,3198
1104,17035972400,"Census Tract 9724, Cumberland County, Illinois",1366,3194
1105,17035972600,"Census Tract 9726, Cumberland County, Illinois",1836,4473
1106,17053961700,"Census Tract 9617, Ford County, Illinois",982,2100
1107,17053961800,"Census Tract 9618, Ford County, Illinois",1514,4267
1108,17053961600,"Census Tract 9616, Ford County, Illinois",914,1854
1109,17053961900,"Census Tract 9619, Ford County, Illinois",749,1716
1110,17053962000,"Census Tract 9620, Ford County, Illinois",1344,3461
1111,17085020300,"Census Tract 203, Jo Daviess County, Illinois",2527,4586
1112,17085020100,"Census Tract 201, Jo Daviess County, Illinois",2098,4453
1113,17031050100,"Census Tract 501, Cook County, Illinois",504,2731
1114,17031050700,"Census Tract 507, Cook County, Illinois",289,1610
1115,17031062100,"Census Tract 621, Cook County, Illinois",677,3772
1116,17031620100,"Census Tract 6201, Cook County, Illinois",1230,4819
1117,17031630800,"Census Tract 6308, Cook County, Illinois",1450,7111
1118,17031640700,"Census Tract 6407, Cook County, Illinois",974,3608
1119,17031650100,"Census Tract 6501, Cook County, Illinois",1073,4415
1120,17031670500,"Census Tract 6705, Cook County, Illinois",405,1047
1121,17031671900,"Census Tract 6719, Cook County, Illinois",426,1162
1122,17031681400,"Census Tract 6814, Cook County, Illinois",859,2433
1123,17031690900,"Census Tract 6909, Cook County, Illinois",1636,4229
1124,17031691400,"Census Tract 6914, Cook County, Illinois",988,2901
1125,17031710500,"Census Tract 7105, Cook County, Illinois",1425,4283
1126,17031711100,"Census Tract 7111, Cook County, Illinois",1104,2310
1127,17031711200,"Census Tract 7112, Cook County, Illinois",2126,5007
1128,17031730700,"Census Tract 7307, Cook County, Illinois",859,2279
1129,17031770400,"Census Tract 7704, Cook County, Illinois",1629,4667
1130,17031809500,"Census Tract 8095, Cook County, Illinois",1283,3961
1131,17031802300,"Census Tract 8023, Cook County, Illinois",2135,5386
1132,17031802701,"Census Tract 8027.01, Cook County, Illinois",2442,7037
1133,17031802802,"Census Tract 8028.02, Cook County, Illinois",2208,6479
1134,17031290900,"Census Tract 2909, Cook County, Illinois",981,3746
1135,17031110400,"Census Tract 1104, Cook County, Illinois",1676,4467
1136,17031120200,"Census Tract 1202, Cook County, Illinois",1844,4725
1137,17031150700,"Census Tract 1507, Cook County, Illinois",1536,4197
1138,17031161300,"Census Tract 1613, Cook County, Illinois",1125,3919
1139,17031210400,"Census Tract 2104, Cook County, Illinois",718,2851
1140,17031210800,"Census Tract 2108, Cook County, Illinois",171,1077
1141,17031221600,"Census Tract 2216, Cook County, Illinois",380,3136
1142,17031801800,"Census Tract 8018, Cook County, Illinois",2914,5742
1143,17031802900,"Census Tract 8029, Cook County, Illinois",2478,5945
1144,17031803604,"Census Tract 8036.04, Cook County, Illinois",1965,4175
1145,17031803800,"Census Tract 8038, Cook County, Illinois",1748,4559
1146,17031804505,"Census Tract 8045.05, Cook County, Illinois",1087,3386
1147,17031804701,"Census Tract 8047.01, Cook County, Illinois",1607,6451
1148,17031804706,"Census Tract 8047.06, Cook County, Illinois",957,2410
1149,17031630200,"Census Tract 6302, Cook County, Illinois",472,2045
1150,17031580700,"Census Tract 5807, Cook County, Illinois",1469,6238
1151,17031590600,"Census Tract 5906, Cook County, Illinois",881,3678
1152,17031600700,"Census Tract 6007, Cook County, Illinois",994,2579
1153,17031611900,"Census Tract 6119, Cook County, Illinois",434,1729
1154,17031222200,"Census Tract 2222, Cook County, Illinois",282,2226
1155,17031222500,"Census Tract 2225, Cook County, Illinois",366,1748
1156,17031222800,"Census Tract 2228, Cook County, Illinois",220,968
